no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,loan_to_income_ratio,total_assets_value,loan_to_asset_ratio
2,Not Graduate,Yes,2900000,8300000,10,693,7500000,1900000,9700000,4300000,1,2.8620689655172415,23400000,0.3547008547008547
2,Not Graduate,No,6400000,23900000,18,745,14800000,4000000,16300000,7000000,1,3.734375,42100000,0.5676959619952494
5,Graduate,No,6300000,22500000,18,629,300000,3900000,23100000,8000000,1,3.5714285714285716,35300000,0.6373937677053825
0,Not Graduate,No,5900000,23300000,16,581,2200000,8100000,14900000,5800000,1,3.9491525423728815,31000000,0.7516129032258064
1,Graduate,No,8100000,29600000,4,672,8200000,5100000,21100000,5400000,1,3.654320987654321,39800000,0.7437185929648241
5,Graduate,Yes,7100000,20100000,4,700,16900000,2900000,15600000,4500000,1,2.8309859154929575,39900000,0.5037593984962406
1,Not Graduate,No,1400000,4400000,14,787,1600000,1200000,4200000,800000,1,3.142857142857143,7800000,0.5641025641025641
3,Graduate,Yes,2300000,8000000,8,300,4200000,3800000,7300000,1200000,0,3.4782608695652173,16500000,0.48484848484848486
1,Graduate,No,7400000,16100000,4,655,22000000,12900000,25300000,4300000,1,2.175675675675676,64500000,0.2496124031007752
0,Graduate,Yes,5300000,13300000,12,572,4200000,2500000,18000000,7100000,1,2.509433962264151,31800000,0.41823899371069184
5,Graduate,Yes,7700000,16400000,2,663,1100000,14800000,15800000,3900000,1,2.1298701298701297,35600000,0.4606741573033708
0,Not Graduate,No,5000000,10700000,16,726,1600000,1100000,15700000,4800000,1,2.14,23200000,0.46120689655172414
5,Not Graduate,Yes,6000000,12300000,12,680,11400000,5300000,13800000,7300000,1,2.05,37800000,0.3253968253968254
0,Graduate,No,1400000,2700000,2,685,3400000,800000,5400000,1300000,1,1.9285714285714286,10900000,0.24770642201834864
5,Not Graduate,Yes,9400000,23100000,6,762,12400000,10200000,22300000,6600000,1,2.4574468085106385,51500000,0.44854368932038835
3,Not Graduate,No,5200000,17200000,18,768,9200000,5500000,11700000,3800000,1,3.3076923076923075,30200000,0.5695364238410596
0,Graduate,No,3100000,11100000,8,504,3500000,4600000,11400000,1800000,0,3.5806451612903225,21300000,0.5211267605633803
3,Not Graduate,Yes,8400000,20500000,12,796,22900000,10500000,17600000,11200000,1,2.4404761904761907,62200000,0.3295819935691318
0,Not Graduate,No,1200000,2900000,18,348,400000,1200000,2900000,600000,0,2.4166666666666665,5100000,0.5686274509803921
5,Not Graduate,Yes,4800000,13100000,6,717,8300000,8900000,18300000,2800000,1,2.7291666666666665,38300000,0.34203655352480417
5,Not Graduate,Yes,9200000,34200000,4,565,500000,13900000,23600000,12300000,1,3.717391304347826,50300000,0.679920477137177
2,Not Graduate,No,5300000,10900000,6,647,14600000,3500000,18700000,3200000,1,2.056603773584906,40000000,0.2725
3,Graduate,No,4700000,10900000,2,626,9200000,2300000,14600000,5200000,1,2.3191489361702127,31300000,0.34824281150159747
0,Not Graduate,No,6500000,24700000,6,554,2700000,1100000,22700000,9600000,1,3.8,36100000,0.6842105263157895
4,Graduate,Yes,3200000,11500000,20,864,8700000,5000000,12100000,4100000,1,3.59375,29900000,0.38461538461538464
4,Graduate,No,4600000,12500000,6,406,10800000,200000,14000000,6800000,0,2.717391304347826,31800000,0.39308176100628933
5,Graduate,No,700000,1800000,10,650,1300000,100000,1500000,300000,1,2.5714285714285716,3200000,0.5625
5,Not Graduate,Yes,7600000,16500000,8,534,8900000,10300000,24900000,8300000,0,2.1710526315789473,52400000,0.3148854961832061
4,Graduate,No,1200000,2600000,8,872,1600000,2100000,2700000,900000,1,2.1666666666666665,7300000,0.3561643835616438
2,Graduate,No,5100000,16500000,12,845,12100000,9000000,11400000,5700000,1,3.235294117647059,38200000,0.4319371727748691
1,Not Graduate,Yes,4300000,16300000,14,792,400000,400000,10200000,4000000,0,3.7906976744186047,15000000,1.0866666666666667
4,Graduate,No,300000,1200000,18,544,700000,100000,800000,100000,0,4.0,1700000,0.7058823529411765
2,Graduate,Yes,4000000,13000000,10,552,3700000,1600000,15600000,3400000,1,3.25,24300000,0.5349794238683128
5,Not Graduate,No,3900000,14900000,12,837,1100000,500000,14400000,3600000,1,3.8205128205128207,19600000,0.7602040816326531
0,Not Graduate,Yes,6900000,21300000,18,845,17400000,5600000,21400000,6600000,1,3.0869565217391304,51000000,0.4176470588235294
4,Not Graduate,Yes,7000000,24100000,10,677,18800000,6000000,21600000,6300000,1,3.442857142857143,52700000,0.4573055028462998
1,Graduate,No,6300000,18300000,20,430,13000000,1300000,23000000,9200000,0,2.9047619047619047,46500000,0.3935483870967742
3,Graduate,Yes,8900000,22500000,12,887,23300000,10800000,33500000,9500000,1,2.5280898876404496,77100000,0.2918287937743191
0,Not Graduate,Yes,5700000,19400000,8,544,4300000,6400000,19900000,5800000,0,3.4035087719298245,36400000,0.532967032967033
4,Not Graduate,Yes,5200000,18300000,10,355,400000,3800000,10600000,3400000,0,3.519230769230769,18200000,1.0054945054945055
4,Graduate,No,7400000,17500000,4,540,8800000,7600000,17900000,3600000,0,2.364864864864865,37900000,0.46174142480211083
5,Graduate,No,6500000,16000000,14,444,1100000,7900000,23100000,7900000,0,2.4615384615384617,40000000,0.4
3,Graduate,No,6200000,14900000,14,567,1200000,9100000,20800000,8800000,1,2.403225806451613,39900000,0.37343358395989973
5,Not Graduate,Yes,2400000,6500000,20,513,6400000,2100000,5200000,2600000,0,2.7083333333333335,16300000,0.3987730061349693
0,Not Graduate,No,2500000,7100000,10,590,4000000,800000,6100000,2600000,1,2.84,13500000,0.5259259259259259
2,Graduate,Yes,2700000,8500000,20,368,4900000,4500000,5900000,2100000,0,3.1481481481481484,17400000,0.4885057471264368
5,Not Graduate,No,3000000,7600000,6,413,2300000,3500000,11400000,1700000,0,2.533333333333333,18900000,0.4021164021164021
4,Graduate,Yes,6100000,13600000,4,401,10700000,2000000,20500000,3900000,0,2.2295081967213113,37100000,0.3665768194070081
3,Graduate,No,1500000,5400000,18,687,200000,400000,4500000,1700000,1,3.6,6800000,0.7941176470588235
2,Graduate,No,6500000,14100000,14,577,4600000,12000000,25100000,3900000,1,2.169230769230769,45600000,0.3092105263157895
4,Not Graduate,No,200000,700000,10,576,500000,100000,400000,300000,1,3.5,1300000,0.5384615384615384
1,Not Graduate,No,9900000,23400000,16,687,28200000,3700000,29600000,8200000,1,2.3636363636363638,69700000,0.3357245337159254
4,Graduate,No,5500000,11600000,12,474,1800000,2400000,20100000,5600000,0,2.109090909090909,29900000,0.3879598662207358
4,Graduate,No,1200000,4400000,6,709,2800000,2300000,4100000,1700000,1,3.6666666666666665,10900000,0.4036697247706422
4,Graduate,Yes,6900000,20200000,18,438,9600000,6200000,26800000,5700000,0,2.927536231884058,48300000,0.41821946169772256
3,Graduate,Yes,8000000,25300000,4,306,22300000,7300000,24400000,6600000,1,3.1625,60600000,0.4174917491749175
3,Not Graduate,Yes,4100000,13900000,20,383,1900000,2300000,15800000,3800000,0,3.3902439024390243,23800000,0.5840336134453782
2,Graduate,No,1400000,4700000,20,563,400000,2300000,2800000,1400000,1,3.357142857142857,6900000,0.6811594202898551
4,Not Graduate,Yes,1600000,3200000,20,371,1600000,2300000,4600000,1000000,0,2.0,9500000,0.3368421052631579
1,Graduate,No,2100000,4200000,12,379,2700000,2100000,8100000,2500000,0,2.0,15400000,0.2727272727272727
1,Not Graduate,No,8800000,30200000,18,897,17100000,7900000,28700000,11100000,1,3.4318181818181817,64800000,0.4660493827160494
3,Not Graduate,Yes,7100000,25400000,10,725,20600000,5300000,16000000,8600000,1,3.5774647887323945,50500000,0.502970297029703
1,Not Graduate,No,8600000,31500000,16,678,19700000,13400000,22200000,5300000,1,3.6627906976744184,60600000,0.5198019801980198
2,Not Graduate,Yes,5400000,14800000,6,724,1000000,400000,13100000,5400000,1,2.740740740740741,19900000,0.7437185929648241
3,Graduate,Yes,1000000,2500000,6,808,2900000,600000,2000000,500000,1,2.5,6000000,0.4166666666666667
0,Graduate,No,5400000,18400000,8,625,12100000,3000000,13000000,4800000,1,3.4074074074074074,32900000,0.5592705167173252
2,Graduate,No,4200000,16800000,4,771,6500000,4500000,10500000,5800000,1,4.0,27300000,0.6153846153846154
2,Not Graduate,No,7500000,22400000,14,695,8100000,3900000,15300000,9400000,1,2.986666666666667,36700000,0.6103542234332425
4,Graduate,No,1200000,3300000,2,564,2200000,500000,4700000,1100000,1,2.75,8500000,0.38823529411764707
4,Graduate,Yes,6300000,14500000,10,349,3800000,12300000,16500000,5700000,0,2.3015873015873014,38300000,0.3785900783289817
4,Graduate,Yes,300000,900000,4,797,300000,400000,600000,400000,1,3.0,1700000,0.5294117647058824
3,Graduate,No,7400000,28800000,8,391,20000000,7900000,23600000,7200000,0,3.891891891891892,58700000,0.4906303236797274
5,Not Graduate,No,2200000,5400000,12,833,4900000,3300000,7000000,1600000,1,2.4545454545454546,16800000,0.32142857142857145
5,Graduate,No,4000000,9100000,10,515,600000,6400000,9900000,5500000,0,2.275,22400000,0.40625
4,Graduate,Yes,2700000,10400000,16,671,6100000,3700000,5600000,4000000,1,3.8518518518518516,19400000,0.5360824742268041
0,Not Graduate,Yes,2000000,6900000,4,404,4900000,1600000,4200000,3000000,1,3.45,13700000,0.5036496350364964
4,Not Graduate,No,6400000,14800000,6,537,2300000,3700000,18600000,6500000,0,2.3125,31100000,0.4758842443729904
5,Not Graduate,Yes,1400000,5100000,4,348,2100000,900000,4000000,1300000,1,3.642857142857143,8300000,0.6144578313253012
0,Not Graduate,Yes,2800000,6300000,12,647,4100000,0,8700000,2300000,1,2.25,15100000,0.41721854304635764
2,Not Graduate,Yes,8200000,28700000,14,316,23300000,16100000,17700000,4300000,0,3.5,61400000,0.46742671009771986
3,Not Graduate,No,9000000,26700000,14,638,5300000,0,31300000,5200000,1,2.966666666666667,41800000,0.638755980861244
5,Not Graduate,Yes,800000,2100000,12,363,1200000,1000000,3100000,900000,0,2.625,6200000,0.3387096774193548
4,Not Graduate,Yes,6100000,21200000,6,808,700000,7200000,22300000,6100000,1,3.4754098360655736,36300000,0.5840220385674931
4,Not Graduate,Yes,2400000,9400000,2,871,3700000,300000,7100000,3500000,1,3.9166666666666665,14600000,0.6438356164383562
4,Graduate,Yes,6000000,17000000,12,607,15300000,3200000,22100000,3900000,1,2.8333333333333335,44500000,0.38202247191011235
2,Not Graduate,Yes,7900000,22500000,6,571,8100000,5300000,17900000,8100000,1,2.848101265822785,39400000,0.5710659898477157
3,Graduate,Yes,9500000,25700000,18,446,16900000,13600000,29300000,10100000,0,2.705263157894737,69900000,0.3676680972818312
3,Not Graduate,Yes,1800000,6400000,20,436,1500000,2900000,4400000,1300000,0,3.5555555555555554,10100000,0.6336633663366337
3,Not Graduate,Yes,5800000,14100000,12,738,11700000,4400000,15400000,8400000,1,2.4310344827586206,39900000,0.3533834586466165
3,Graduate,No,2800000,9400000,10,519,7000000,3500000,7700000,1500000,0,3.357142857142857,19700000,0.47715736040609136
3,Graduate,Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000,0,2.075,32200000,0.2577639751552795
1,Not Graduate,No,1000000,3400000,18,578,2300000,400000,3100000,1200000,1,3.4,7000000,0.4857142857142857
0,Graduate,No,9100000,21100000,20,578,5900000,6200000,33700000,5600000,1,2.318681318681319,51400000,0.41050583657587547
0,Graduate,No,4600000,18100000,14,442,2800000,200000,15600000,3300000,0,3.9347826086956523,21900000,0.8264840182648402
2,Not Graduate,No,7800000,16900000,6,751,17400000,6300000,20400000,11700000,1,2.1666666666666665,55800000,0.30286738351254483
4,Graduate,Yes,6600000,18800000,10,353,16500000,9500000,20000000,6200000,0,2.8484848484848486,52200000,0.36015325670498083
5,Not Graduate,No,9800000,26600000,12,664,5200000,2900000,22500000,14100000,1,2.7142857142857144,44700000,0.5950782997762863
1,Graduate,No,7400000,26600000,18,505,2200000,2400000,22400000,3900000,0,3.5945945945945947,30900000,0.86084142394822
3,Graduate,Yes,4300000,16600000,10,571,5700000,3700000,12800000,5800000,1,3.86046511627907,28000000,0.5928571428571429
2,Not Graduate,Yes,9800000,34600000,16,754,12400000,14900000,34700000,6100000,1,3.5306122448979593,68100000,0.5080763582966226
5,Not Graduate,No,1100000,3900000,20,858,3200000,1200000,3800000,1100000,1,3.5454545454545454,9300000,0.41935483870967744
3,Graduate,Yes,8600000,21800000,20,641,5300000,8800000,24000000,9100000,1,2.5348837209302326,47200000,0.461864406779661
0,Not Graduate,Yes,9400000,35500000,16,592,9300000,11800000,30500000,5800000,1,3.776595744680851,57400000,0.6184668989547039
3,Graduate,Yes,5300000,20300000,14,432,15000000,0,17200000,5900000,0,3.830188679245283,38100000,0.5328083989501312
1,Not Graduate,Yes,8700000,33800000,18,558,18300000,11500000,31500000,5900000,1,3.8850574712643677,67200000,0.5029761904761905
3,Graduate,Yes,4800000,14200000,12,547,10400000,700000,9800000,2400000,0,2.9583333333333335,23300000,0.6094420600858369
4,Not Graduate,No,4400000,9800000,18,732,2400000,2400000,15100000,4400000,1,2.227272727272727,24300000,0.40329218106995884
1,Graduate,Yes,5400000,19300000,12,784,5000000,1800000,20300000,6500000,1,3.574074074074074,33600000,0.5744047619047619
5,Not Graduate,Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000,1,3.7976190476190474,60300000,0.5290215588723052
1,Graduate,Yes,5400000,19500000,18,688,12100000,800000,17000000,3500000,1,3.611111111111111,33400000,0.5838323353293413
3,Not Graduate,Yes,9400000,32100000,10,617,22700000,5800000,29400000,11400000,1,3.4148936170212765,69300000,0.46320346320346323
0,Not Graduate,Yes,800000,2400000,4,518,500000,800000,2800000,500000,1,3.0,4600000,0.5217391304347826
0,Not Graduate,No,3800000,14800000,10,390,5900000,5700000,9500000,4600000,0,3.8947368421052633,25700000,0.5758754863813229
4,Graduate,No,3100000,6300000,4,370,8600000,4100000,8800000,2800000,0,2.032258064516129,24300000,0.25925925925925924
3,Not Graduate,Yes,6000000,21300000,4,802,4700000,8900000,17300000,7600000,1,3.55,38500000,0.5532467532467532
2,Not Graduate,Yes,6800000,15500000,12,338,9900000,1200000,21800000,8500000,0,2.2794117647058822,41400000,0.3743961352657005
5,Not Graduate,No,5200000,11700000,6,658,8100000,5100000,11400000,5600000,1,2.25,30200000,0.38741721854304634
0,Not Graduate,No,1900000,6700000,12,595,3000000,3200000,4900000,1700000,1,3.526315789473684,12800000,0.5234375
5,Graduate,Yes,3600000,8500000,20,594,4400000,6400000,7400000,4500000,1,2.361111111111111,22700000,0.3744493392070485
3,Graduate,Yes,1500000,4100000,14,611,600000,2000000,4800000,2100000,1,2.7333333333333334,9500000,0.43157894736842106
3,Not Graduate,No,2000000,5800000,8,799,3000000,3100000,5500000,1000000,1,2.9,12600000,0.4603174603174603
5,Graduate,No,9200000,18600000,20,497,1000000,300000,24200000,10700000,0,2.0217391304347827,36200000,0.5138121546961326
0,Not Graduate,Yes,6100000,15900000,18,456,12900000,10800000,19100000,8800000,0,2.6065573770491803,51600000,0.3081395348837209
5,Not Graduate,No,300000,500000,8,396,400000,300000,1200000,200000,0,1.6666666666666667,2100000,0.23809523809523808
1,Graduate,No,800000,2300000,10,770,900000,900000,2900000,1100000,1,2.875,5800000,0.39655172413793105
0,Not Graduate,No,3300000,9000000,16,797,3000000,6400000,10300000,3300000,1,2.727272727272727,23000000,0.391304347826087
1,Not Graduate,No,5800000,18700000,20,586,14100000,3000000,15600000,6000000,1,3.2241379310344827,38700000,0.48320413436692505
5,Not Graduate,No,8500000,23400000,16,604,25100000,16500000,24500000,4800000,1,2.7529411764705882,70900000,0.3300423131170663
0,Not Graduate,Yes,4100000,12800000,8,799,3700000,700000,9400000,2700000,1,3.1219512195121952,16500000,0.7757575757575758
2,Graduate,No,7800000,26400000,4,763,2200000,8400000,16600000,6700000,1,3.3846153846153846,33900000,0.7787610619469026
0,Graduate,No,7500000,23000000,14,725,8900000,4800000,20200000,7100000,1,3.066666666666667,41000000,0.5609756097560976
2,Graduate,No,2300000,8800000,18,336,1800000,800000,5200000,1500000,0,3.8260869565217392,9300000,0.946236559139785
4,Graduate,Yes,600000,2300000,6,495,1700000,600000,2000000,300000,0,3.8333333333333335,4600000,0.5
1,Not Graduate,No,2900000,11500000,20,431,3600000,3800000,5900000,3100000,0,3.9655172413793105,16400000,0.7012195121951219
5,Not Graduate,No,900000,2200000,2,415,600000,1700000,2900000,700000,0,2.4444444444444446,5900000,0.3728813559322034
5,Graduate,Yes,9000000,20400000,6,451,5200000,11400000,28200000,9000000,0,2.2666666666666666,53800000,0.379182156133829
1,Not Graduate,No,4800000,14300000,4,489,12400000,7900000,17700000,3600000,0,2.9791666666666665,41600000,0.34375
1,Graduate,No,1600000,4600000,12,415,800000,600000,3900000,1500000,0,2.875,6800000,0.6764705882352942
3,Not Graduate,No,2600000,8100000,12,425,7300000,1900000,6800000,2200000,0,3.1153846153846154,18200000,0.44505494505494503
4,Graduate,Yes,1800000,4600000,14,453,1700000,2400000,4700000,1600000,0,2.5555555555555554,10400000,0.4423076923076923
5,Graduate,Yes,4400000,11800000,20,634,5900000,7300000,15200000,4300000,1,2.6818181818181817,32700000,0.36085626911314983
2,Not Graduate,No,200000,300000,20,519,0,0,400000,300000,0,1.5,700000,0.42857142857142855
4,Not Graduate,Yes,800000,2100000,6,353,700000,300000,2900000,1200000,0,2.625,5100000,0.4117647058823529
3,Graduate,No,1500000,3200000,4,767,2000000,400000,3700000,1400000,1,2.1333333333333333,7500000,0.4266666666666667
0,Not Graduate,Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000,0,2.1948051948051948,61500000,0.27479674796747966
5,Graduate,Yes,7200000,21300000,2,801,9900000,1700000,20400000,7200000,1,2.9583333333333335,39200000,0.5433673469387755
4,Graduate,No,1000000,2300000,16,543,200000,100000,2000000,1000000,0,2.3,3300000,0.696969696969697
1,Graduate,No,6300000,17200000,12,714,10100000,4200000,24700000,8500000,1,2.7301587301587302,47500000,0.36210526315789476
3,Graduate,No,1900000,4100000,12,830,4600000,1100000,5300000,2100000,1,2.1578947368421053,13100000,0.31297709923664124
5,Graduate,No,4400000,15300000,4,401,200000,5400000,17500000,2400000,1,3.477272727272727,25500000,0.6
0,Not Graduate,No,9100000,26400000,6,518,15800000,1100000,35300000,5700000,0,2.901098901098901,57900000,0.45595854922279794
2,Graduate,Yes,900000,2300000,20,367,0,1200000,3400000,1300000,0,2.5555555555555554,5900000,0.3898305084745763
0,Graduate,Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000,0,2.608695652173913,25000000,0.48
2,Graduate,Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000,0,2.4148936170212765,57100000,0.3975481611208406
5,Graduate,No,6900000,26500000,16,322,20500000,9800000,17100000,9400000,0,3.8405797101449277,56800000,0.4665492957746479
2,Graduate,No,300000,900000,8,735,800000,400000,500000,100000,1,3.0,1800000,0.5
5,Graduate,Yes,1900000,6700000,2,622,4200000,200000,3900000,1700000,1,3.526315789473684,10000000,0.67
4,Graduate,Yes,4400000,16400000,6,513,5400000,7500000,13100000,5700000,0,3.727272727272727,31700000,0.5173501577287066
4,Not Graduate,Yes,1200000,4100000,16,585,900000,900000,2300000,900000,1,3.4166666666666665,5000000,0.82
1,Graduate,Yes,1000000,3000000,10,813,2900000,500000,3300000,800000,1,3.0,7500000,0.4
0,Graduate,No,3100000,10400000,18,622,1300000,5000000,7200000,1600000,1,3.3548387096774195,15100000,0.6887417218543046
1,Graduate,Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000,1,3.0,11200000,0.5625
0,Not Graduate,No,2100000,4700000,2,459,4000000,1300000,8100000,1200000,0,2.238095238095238,14600000,0.3219178082191781
4,Graduate,No,9400000,33300000,18,369,20600000,5600000,32200000,7200000,0,3.5425531914893615,65600000,0.5076219512195121
2,Not Graduate,No,9700000,37700000,6,601,300000,3100000,23800000,11800000,1,3.88659793814433,39000000,0.9666666666666667
4,Graduate,No,1400000,2700000,18,703,600000,1300000,5400000,900000,1,1.9285714285714286,8200000,0.32926829268292684
2,Not Graduate,No,4700000,14600000,20,597,8200000,6000000,14100000,6800000,1,3.106382978723404,35100000,0.41595441595441596
3,Not Graduate,Yes,4100000,13300000,10,670,1900000,5500000,13200000,6100000,1,3.2439024390243905,26700000,0.49812734082397003
4,Not Graduate,Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000,0,2.3333333333333335,9200000,0.30434782608695654
5,Not Graduate,No,7900000,27800000,16,857,23300000,12500000,17200000,10600000,1,3.518987341772152,63600000,0.4371069182389937
2,Not Graduate,No,6600000,15000000,16,401,13600000,6600000,23500000,3300000,0,2.272727272727273,47000000,0.3191489361702128
0,Not Graduate,No,2200000,8800000,4,437,1600000,2300000,8300000,2000000,1,4.0,14200000,0.6197183098591549
3,Not Graduate,No,5500000,17600000,8,882,5800000,7800000,20300000,3100000,1,3.2,37000000,0.4756756756756757
4,Graduate,No,5100000,15500000,8,392,6700000,8100000,13600000,6700000,0,3.0392156862745097,35100000,0.4415954415954416
2,Not Graduate,Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000,0,1.9743589743589745,33400000,0.23053892215568864
5,Graduate,No,200000,400000,6,722,300000,300000,400000,100000,1,2.0,1100000,0.36363636363636365
4,Graduate,No,5800000,14700000,10,692,2300000,10100000,17700000,3900000,1,2.5344827586206895,34000000,0.4323529411764706
5,Not Graduate,No,8300000,20700000,2,537,8400000,14300000,19700000,7800000,0,2.4939759036144578,50200000,0.4123505976095618
5,Graduate,Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000,1,2.1153846153846154,16000000,0.34375
1,Graduate,No,2100000,8100000,6,817,4600000,2900000,4900000,2900000,1,3.857142857142857,15300000,0.5294117647058824
4,Not Graduate,No,3900000,10800000,20,433,4700000,1600000,14500000,2300000,0,2.769230769230769,23100000,0.4675324675324675
1,Graduate,Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000,0,3.1346153846153846,39700000,0.4105793450881612
3,Not Graduate,Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000,0,3.128205128205128,33600000,0.7261904761904762
3,Not Graduate,Yes,5400000,14300000,4,595,4100000,2800000,19300000,4900000,1,2.6481481481481484,31100000,0.45980707395498394
2,Not Graduate,No,2900000,11000000,2,835,4900000,3200000,11500000,1400000,1,3.793103448275862,21000000,0.5238095238095238
4,Graduate,No,7100000,28300000,6,850,5600000,7100000,26000000,9700000,1,3.9859154929577465,48400000,0.5847107438016529
1,Graduate,Yes,800000,2500000,4,409,1300000,1000000,3100000,900000,1,3.125,6300000,0.3968253968253968
5,Graduate,Yes,3400000,12800000,10,760,9800000,4300000,11000000,4600000,1,3.764705882352941,29700000,0.43097643097643096
1,Graduate,Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000,0,2.588235294117647,36900000,0.47696476964769646
4,Graduate,Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000,1,3.8714285714285714,44400000,0.6103603603603603
0,Graduate,Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000,1,2.6344086021505375,58900000,0.4159592529711375
2,Graduate,No,7500000,19900000,10,790,3500000,13000000,19900000,5900000,1,2.6533333333333333,42300000,0.47044917257683216
3,Graduate,Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000,0,3.9,37700000,0.8275862068965517
5,Graduate,Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000,1,2.5625,7600000,0.5394736842105263
1,Graduate,Yes,6700000,18800000,6,798,8700000,5900000,18000000,6100000,1,2.8059701492537314,38700000,0.48578811369509045
3,Not Graduate,No,3800000,11400000,4,323,5800000,4000000,9600000,4400000,1,3.0,23800000,0.4789915966386555
1,Not Graduate,Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000,0,2.0,15000000,0.36
3,Graduate,No,1300000,2900000,8,733,3800000,1900000,3800000,1800000,1,2.230769230769231,11300000,0.25663716814159293
4,Not Graduate,No,3400000,10500000,16,543,3100000,4500000,11100000,4500000,0,3.088235294117647,23200000,0.4525862068965517
3,Graduate,No,3400000,10900000,14,757,5400000,1600000,7700000,3000000,1,3.2058823529411766,17700000,0.615819209039548
5,Graduate,Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000,0,2.8333333333333335,14600000,0.4657534246575342
0,Not Graduate,No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,1,3.6315789473684212,12300000,0.5609756097560976
4,Graduate,No,700000,2200000,6,680,300000,200000,2500000,300000,1,3.142857142857143,3300000,0.6666666666666666
1,Not Graduate,No,6900000,20900000,4,574,3200000,1800000,25000000,5200000,1,3.028985507246377,35200000,0.59375
5,Graduate,Yes,300000,800000,18,774,400000,200000,900000,400000,1,2.6666666666666665,1900000,0.42105263157894735
3,Not Graduate,No,6000000,18700000,10,387,6600000,6200000,23300000,6700000,0,3.1166666666666667,42800000,0.4369158878504673
1,Not Graduate,No,4300000,16400000,20,397,6700000,6200000,10200000,5700000,0,3.813953488372093,28800000,0.5694444444444444
4,Graduate,No,5800000,13500000,14,816,13800000,9300000,20400000,7900000,1,2.3275862068965516,51400000,0.26264591439688717
2,Graduate,Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000,1,2.0303030303030303,21400000,0.3130841121495327
2,Not Graduate,No,400000,1500000,4,743,700000,500000,1200000,300000,1,3.75,2700000,0.5555555555555556
5,Not Graduate,No,300000,600000,4,418,500000,200000,700000,200000,0,2.0,1600000,0.375
1,Not Graduate,No,4200000,10700000,6,466,7400000,7000000,14000000,4700000,0,2.5476190476190474,33100000,0.32326283987915405
2,Not Graduate,Yes,600000,2300000,12,335,400000,900000,1200000,400000,0,3.8333333333333335,2900000,0.7931034482758621
5,Not Graduate,Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000,0,3.4545454545454546,34200000,0.4444444444444444
0,Graduate,Yes,9200000,29400000,2,868,9200000,13800000,32000000,5300000,1,3.1956521739130435,60300000,0.48756218905472637
2,Graduate,Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000,1,3.6666666666666665,39400000,0.6421319796954315
5,Not Graduate,Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000,0,2.6862745098039214,45100000,0.30376940133037694
4,Graduate,No,3400000,12700000,2,741,3300000,6100000,7700000,3700000,1,3.735294117647059,20800000,0.6105769230769231
4,Not Graduate,Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000,1,3.116279069767442,54000000,0.4962962962962963
3,Not Graduate,Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000,0,3.141304347826087,59500000,0.4857142857142857
5,Graduate,Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000,1,3.3958333333333335,23900000,0.6820083682008368
4,Not Graduate,No,2800000,8300000,14,381,3200000,1100000,9100000,1500000,0,2.9642857142857144,14900000,0.5570469798657718
1,Graduate,Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000,0,2.0588235294117645,21700000,0.3225806451612903
5,Not Graduate,Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000,1,2.75,6200000,0.3548387096774194
1,Not Graduate,No,4100000,11100000,6,405,12000000,2900000,9000000,5900000,0,2.707317073170732,29800000,0.3724832214765101
0,Not Graduate,No,1900000,3800000,16,542,800000,500000,4000000,2100000,0,2.0,7400000,0.5135135135135135
5,Graduate,Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000,1,3.791044776119403,40800000,0.6225490196078431
0,Graduate,No,5200000,13400000,2,505,12000000,7900000,20400000,6200000,0,2.576923076923077,46500000,0.28817204301075267
3,Graduate,Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000,0,2.4477611940298507,49800000,0.3293172690763052
